조회일자,품목코드,품목명,평년비율,전일비율,품종코드,도매일일가격,도매순가격,도매전일가격,도매전순가격,도매전년순가격,도매평년순가격,도매일일위기단계명,도매일일작형연속위기횟수,도매일일작형위기단계코드,도매순위기단계명,도매순작형위기단계코드,도매순작형연속위기횟수,도매월위기단계명,도매월작형위기단계코드,도매전일자,도매전순월,도매전순명,도매순월,도매순명,도매일자,소매일일가격,소매순가격,소매전일가격,소매전순가격,소매전년순가격,소매평년순가격,소매전일자,소매전순월,소매전순명,소매순월,소매전순월,소매일자
2021-01-08,1207,건고추,67.296,0,1207,15408,15408,15408,15563,8028.58,9210,상승심각,99,7,상승심각,7,1,상승심각,7,2021-01-06,12,하순,1,상순,2021-01-07,21753,21753,21753,21656,12299.253,13403,2021-01-06,12,하순,1,상순,2021-01-07
2021-01-08,1209,마늘,6.68,0,12A9,6883.35,6883.35,6883.35,6883,4041.65,6452,상승주의,85,5,상승주의,5,1,상승주의,5,2021-01-06,12,하순,1,상순,2021-01-07,9958,10028,10131,9753,6860.54,9554,2021-01-06,12,하순,1,상순,2021-01-07
2021-01-08,1209,마늘,-13.507,0,1209,4854,4854,4854,4862,3320,5612,,0,,,,0,,,2021-01-06,12,하순,1,상순,2021-01-07,0,0,0,0,0,0,2021-01-06,,,,,2021-01-07
2021-01-08,1201,양파,39.801,-5.512,1201,1542,1571,1627,1420,933,1103,상승경계,1,6,상승심각,7,1,상승주의,5,2021-01-07,12,하순,1,상순,2021-01-08,2521,2491,2519,2415,1541.651,1844,2021-01-07,12,하순,1,상순,2021-01-08
2021-03-05,1201,양파,73.203,10.143,1201,1952,1825,1754,2004,1132,1127,상승심각,46,7,상승심각,7,1,상승심각,7,2021-03-04,2,하순,3,상순,2021-03-05,3515,3496,3506,3437,2486.351,2291,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-05,1202,대파,244.666,-0.82,1202,5363,5174,5407,5491,807,1556,상승심각,51,7,상승심각,7,1,상승심각,7,2021-03-04,2,하순,3,상순,2021-03-05,7310,7296,7322,7380,3540.24,4340,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-06,1001,배추,20.141,12.951,1001,3400,3103.667,2959.667,2966,2885.667,2830,상승주의,1,5,상승주의,5,1,안정,4,2021-03-05,2,하순,3,상순,2021-03-06,4448,4536,4562,4382,4331.707,4018,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-06,1101,무,-42.704,-5.949,1101,746.3,782.6,790.7,757,1011.2,1302,하락경계,1,2,하락주의,3,1,하락주의,3,2021-03-05,2,하순,3,상순,2021-03-06,1625,1629,1649,1733,1793.439,1957,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-06,1207,건고추,70.801,0,1207,15408,15393.72,15408,15408,7995,9021,상승심각,137,7,상승심각,7,1,상승심각,7,2021-03-04,2,하순,3,상순,2021-03-05,21811,21811,21811,21830,12553.388,13452,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-06,1209,마늘,9.469,0,12A9,7133.35,7133.35,7133.35,7150,3904.75,6516,상승경계,4,6,상승경계,6,1,상승주의,5,2021-03-04,2,하순,3,상순,2021-03-05,10361,10294,10295,10294,6913.695,9647,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-06,1209,마늘,-7.958,1.952,1209,5124,5092.6,5024,5024,3205.7,5567,,0,,,,0,,,2021-03-04,2,하순,3,상순,2021-03-05,0,0,0,0,0,0,2021-03-04,,,,,2021-03-05
2021-03-06,1201,양파,57.498,-9.972,1201,1775,1825,1952,2004,1132,1127,상승심각,47,7,상승심각,7,1,상승심각,7,2021-03-05,2,하순,3,상순,2021-03-06,3515,3496,3506,3437,2486.351,2291,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-06,1202,대파,239.589,-1.495,1202,5284,5174,5363,5491,807,1556,상승심각,52,7,상승심각,7,1,상승심각,7,2021-03-05,2,하순,3,상순,2021-03-06,7310,7296,7322,7380,3540.24,4340,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-07,1001,배추,20.141,12.951,1001,3400,3103.667,2959.667,2966,2885.667,2830,상승주의,1,5,상승주의,5,1,안정,4,2021-03-05,2,하순,3,상순,2021-03-06,4448,4536,4562,4382,4331.707,4018,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-07,1101,무,-42.704,-5.949,1101,746.3,782.6,790.7,757,1011.2,1302,하락경계,1,2,하락주의,3,1,하락주의,3,2021-03-05,2,하순,3,상순,2021-03-06,1625,1629,1649,1733,1793.439,1957,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-07,1207,건고추,70.801,0,1207,15408,15393.72,15408,15408,7995,9021,상승심각,137,7,상승심각,7,1,상승심각,7,2021-03-04,2,하순,3,상순,2021-03-05,21811,21811,21811,21830,12553.388,13452,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-07,1209,마늘,9.469,0,12A9,7133.35,7133.35,7133.35,7150,3904.75,6516,상승경계,4,6,상승경계,6,1,상승주의,5,2021-03-04,2,하순,3,상순,2021-03-05,10361,10294,10295,10294,6913.695,9647,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-07,1209,마늘,-7.958,1.952,1209,5124,5092.6,5024,5024,3205.7,5567,,0,,,,0,,,2021-03-04,2,하순,3,상순,2021-03-05,0,0,0,0,0,0,2021-03-04,,,,,2021-03-05
2021-03-07,1201,양파,57.498,-9.972,1201,1775,1825,1952,2004,1132,1127,상승심각,47,7,상승심각,7,1,상승심각,7,2021-03-05,2,하순,3,상순,2021-03-06,3515,3496,3506,3437,2486.351,2291,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-07,1202,대파,239.589,-1.495,1202,5284,5174,5363,5491,807,1556,상승심각,52,7,상승심각,7,1,상승심각,7,2021-03-05,2,하순,3,상순,2021-03-06,7310,7296,7322,7380,3540.24,4340,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-08,1001,배추,11.943,-7.323,1001,3168,3103.667,3400,2966,2885.667,2830,상승주의,2,5,상승주의,5,1,안정,4,2021-03-06,2,하순,3,상순,2021-03-08,4534,4536,4448,4382,4331.707,4018,2021-03-05,2,하순,3,상순,2021-03-08
2021-03-08,1101,무,-42.55,0.241,1101,748.1,782.6,746.3,757,1011.2,1302,하락경계,2,2,하락주의,3,1,하락주의,3,2021-03-06,2,하순,3,상순,2021-03-08,1625,1629,1625,1733,1793.439,1957,2021-03-05,2,하순,3,상순,2021-03-08
2021-03-08,1207,건고추,70.801,0,1207,15408,15393.72,15408,15408,7995,9021,상승심각,137,7,상승심각,7,1,상승심각,7,2021-03-04,2,하순,3,상순,2021-03-05,21811,21811,21811,21830,12553.388,13452,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-08,1209,마늘,9.469,0,12A9,7133.35,7133.35,7133.35,7150,3904.75,6516,상승경계,4,6,상승경계,6,1,상승주의,5,2021-03-04,2,하순,3,상순,2021-03-05,10361,10294,10295,10294,6913.695,9647,2021-03-04,2,하순,3,상순,2021-03-05
2021-03-08,1209,마늘,-7.958,1.952,1209,5124,5092.6,5024,5024,3205.7,5567,,0,,,,0,,,2021-03-04,2,하순,3,상순,2021-03-05,0,0,0,0,0,0,2021-03-04,,,,,2021-03-05
2021-03-08,1201,양파,56.699,-0.51,1201,1766,1825,1775,2004,1132,1127,상승심각,48,7,상승심각,7,1,상승심각,7,2021-03-06,2,하순,3,상순,2021-03-08,3515,3496,3515,3437,2486.351,2291,2021-03-05,2,하순,3,상순,2021-03-08
2021-03-08,1202,대파,219.28,-6.361,1202,4968,5174,5284,5491,807,1556,상승심각,53,7,상승심각,7,1,상승심각,7,2021-03-06,2,하순,3,상순,2021-03-08,7314,7296,7310,7380,3540.24,4340,2021-03-05,2,하순,3,상순,2021-03-08
2021-03-09,1001,배추,12.721,0.679,1001,3189.667,3103.667,3168,2966,2885.667,2830,상승주의,3,5,상승주의,5,1,안정,4,2021-03-08,2,하순,3,상순,2021-03-09,4553,4536,4534,4382,4331.707,4018,2021-03-08,2,하순,3,상순,2021-03-09
2021-03-09,1101,무,-49.002,-12.7,1101,663.8,782.6,748.1,757,1011.2,1302,하락심각,1,1,하락주의,3,1,하락주의,3,2021-03-08,2,하순,3,상순,2021-03-09,1585,1629,1625,1733,1793.439,1957,2021-03-08,2,하순,3,상순,2021-03-09
2021-05-04,1001,배추,-3.717,-11.141,1001,2202,2169,2447.333,2999,3551.333,2287,안정,1,4,안정,4,1,안정,4,2021-05-03,4,하순,5,상순,2021-05-04,5243,4963,5258,5228,5875.158,3559,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-04,1101,무,-41.989,-4.397,1101,868.8,905.2,907,895,987.5,1498,안정,10,4,안정,4,1,하락경계,2,2021-05-03,4,하순,5,상순,2021-05-04,1514,1533,1505,1495,1557.616,1891,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-04,1207,건고추,72.075,0,1207,15356,15356,15356,15356,8120,8924,상승심각,178,7,상승심각,7,1,상승심각,7,2021-04-30,4,하순,5,상순,2021-05-03,20855,20855,21039,21327,12607.143,13150,2021-04-30,4,하순,5,상순,2021-05-03
2021-05-04,1209,마늘,18.609,0,12A9,7641.65,7583.35,7641.65,7613,4020.85,6443,상승경계,45,6,상승경계,6,1,상승경계,6,2021-04-30,4,하순,5,상순,2021-05-03,11565,11629,11486,11594,6557.833,9722,2021-04-30,4,하순,5,상순,2021-05-03
2021-05-04,1209,마늘,-7.507,0,1209,5224,5224,5224,5224,3220,5648,,0,,,,0,,,2021-04-30,4,하순,5,상순,2021-05-03,0,0,0,0,0,0,2021-04-30,,,,,2021-05-03
2021-05-04,1201,양파,-20.347,1.09,1201,642,661,635,715,856,806,하락심각,3,1,하락경계,2,1,하락주의,3,2021-05-03,4,하순,5,상순,2021-05-04,2237,2192,2247,2457,2276.056,1959,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-04,1202,대파,186.988,1.936,1202,3926,3749,3850,3714,1325,1368,하락주의,1,3,하락경계,2,1,하락경계,2,2021-05-03,4,하순,5,상순,2021-05-04,5378,5332,5401,5709,3921.875,3462,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-05,1001,배추,-12.418,-9.917,1001,2003.333,2169,2202,2999,3551.333,2287,안정,2,4,안정,4,1,안정,4,2021-05-04,4,하순,5,상순,2021-05-05,5243,4963,5258,5228,5875.158,3559,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-05,1101,무,-43.057,-1.876,1101,852.8,905.2,868.8,895,987.5,1498,안정,11,4,안정,4,1,하락경계,2,2021-05-04,4,하순,5,상순,2021-05-05,1514,1533,1505,1495,1557.616,1891,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-05,1207,건고추,72.075,0,1207,15356,15356,15356,15356,8120,8924,상승심각,179,7,상승심각,7,1,상승심각,7,2021-05-03,4,하순,5,상순,2021-05-04,20855,20855,20855,21327,12607.143,13150,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-05,1209,마늘,17.306,-1.102,12A9,7558.35,7583.35,7641.65,7613,4020.85,6443,상승경계,46,6,상승경계,6,1,상승경계,6,2021-05-03,4,하순,5,상순,2021-05-04,11590,11629,11565,11594,6557.833,9722,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-05,1209,마늘,-7.507,0,1209,5224,5224,5224,5224,3220,5648,,0,,,,0,,,2021-05-03,4,하순,5,상순,2021-05-04,0,0,0,0,0,0,2021-05-03,,,,,2021-05-04
2021-05-05,1201,양파,-21.216,-1.102,1201,635,661,642,715,856,806,하락심각,4,1,하락경계,2,1,하락주의,3,2021-05-04,4,하순,5,상순,2021-05-05,2237,2192,2247,2457,2276.056,1959,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-05,1202,대파,184.211,-0.977,1202,3888,3749,3926,3714,1325,1368,하락경계,1,2,하락경계,2,1,하락경계,2,2021-05-04,4,하순,5,상순,2021-05-05,5378,5332,5401,5709,3921.875,3462,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-06,1001,배추,-13.03,-0.721,1001,1989,2169,2003.333,2999,3551.333,2287,안정,3,4,안정,4,1,안정,4,2021-05-05,4,하순,5,상순,2021-05-06,5234,4963,5243,5228,5875.158,3559,2021-05-04,4,하순,5,상순,2021-05-06
2021-05-06,1101,무,-42.19,1.558,1101,866.3,905.2,852.8,895,987.5,1498,안정,12,4,안정,4,1,하락경계,2,2021-05-05,4,하순,5,상순,2021-05-06,1543,1533,1514,1495,1557.616,1891,2021-05-04,4,하순,5,상순,2021-05-06
2021-05-06,1207,건고추,72.075,0,1207,15356,15356,15356,15356,8120,8924,상승심각,179,7,상승심각,7,1,상승심각,7,2021-05-03,4,하순,5,상순,2021-05-04,20855,20855,20855,21327,12607.143,13150,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-06,1209,마늘,17.306,-1.102,12A9,7558.35,7583.35,7641.65,7613,4020.85,6443,상승경계,46,6,상승경계,6,1,상승경계,6,2021-05-03,4,하순,5,상순,2021-05-04,11590,11629,11565,11594,6557.833,9722,2021-05-03,4,하순,5,상순,2021-05-04
2021-05-06,1209,마늘,-7.507,0,1209,5224,5224,5224,5224,3220,5648,,0,,,,0,,,2021-05-03,4,하순,5,상순,2021-05-04,0,0,0,0,0,0,2021-05-03,,,,,2021-05-04
2021-05-06,1201,양파,6.203,25.818,1201,856,661,635,715,856,806,안정,1,4,하락경계,2,1,하락주의,3,2021-05-05,4,하순,5,상순,2021-05-06,2170,2192,2237,2457,2276.056,1959,2021-05-04,4,하순,5,상순,2021-05-06
2021-05-06,1202,대파,198.977,4.939,1202,4090,3749,3888,3714,1325,1368,하락주의,1,3,하락경계,2,1,하락경계,2,2021-05-05,4,하순,5,상순,2021-05-06,5336,5332,5378,5709,3921.875,3462,2021-05-04,4,하순,5,상순,2021-05-06
2021-05-07,1001,배추,-4.591,8.845,1001,2182,2169,1989,2999,3551.333,2287,안정,4,4,안정,4,1,안정,4,2021-05-06,4,하순,5,상순,2021-05-07,5255,4963,5234,5228,5875.158,3559,2021-05-06,4,하순,5,상순,2021-05-07
2021-05-07,1101,무,-40.721,2.389,1101,887.5,905.2,866.3,895,987.5,1498,안정,13,4,안정,4,1,하락경계,2,2021-05-06,4,하순,5,상순,2021-05-07,1558,1533,1543,1495,1557.616,1891,2021-05-06,4,하순,5,상순,2021-05-07
2021-05-07,1207,건고추,72.075,0,1207,15356,15356,15356,15356,8120,8924,상승심각,180,7,상승심각,7,1,상승심각,7,2021-05-04,4,하순,5,상순,2021-05-06,20855,20855,20855,21327,12607.143,13150,2021-05-04,4,하순,5,상순,2021-05-06
2021-05-07,1209,마늘,17.306,0,12A9,7558.35,7583.35,7558.35,7613,4020.85,6443,상승경계,47,6,상승경계,6,1,상승경계,6,2021-05-04,4,하순,5,상순,2021-05-06,11664,11629,11590,11594,6557.833,9722,2021-05-04,4,하순,5,상순,2021-05-06
2021-05-07,1209,마늘,-7.507,0,1209,5224,5224,5224,5224,3220,5648,,0,,,,0,,,2021-05-04,4,하순,5,상순,2021-05-06,0,0,0,0,0,0,2021-05-04,,,,,2021-05-06
2021-01-08,1202,대파,62.972,-27.426,1202,2720,2760,3466,1783,1406,1669,상승심각,5,7,상승심각,7,1,상승심각,7,2021-01-07,12,하순,1,상순,2021-01-08,5965,5734,5805,5204,4540.946,4564,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-09,1001,배추,-64.423,0,1001,761,1105,761,1124,3091,2139,하락심각,4,1,하락심각,1,1,하락심각,1,2021-01-08,12,하순,1,상순,2021-01-09,2982,2963,2976,2796,4622.955,3345,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-09,1101,무,35.36,11.883,1101,1802.6,1545.4,1588.4,1411,2547.9,1332,상승심각,1,7,상승경계,6,1,상승심각,7,2021-01-08,12,하순,1,상순,2021-01-09,1963,1960,1958,1866,3381.399,2064,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-09,1207,건고추,67.296,0,1207,15408,15408,15408,15563,8028.58,9210,상승심각,100,7,상승심각,7,1,상승심각,7,2021-01-07,12,하순,1,상순,2021-01-08,21753,21753,21753,21656,12299.253,13403,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-09,1209,마늘,6.68,0,12A9,6883.35,6883.35,6883.35,6883,4041.65,6452,상승주의,86,5,상승주의,5,1,상승주의,5,2021-01-07,12,하순,1,상순,2021-01-08,9896,10028,9958,9753,6860.54,9554,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-09,1209,마늘,-13.507,0,1209,4854,4854,4854,4862,3320,5612,,0,,,,0,,,2021-01-07,12,하순,1,상순,2021-01-08,0,0,0,0,0,0,2021-01-07,,,,,2021-01-08
2021-01-09,1201,양파,48.957,6.147,1201,1643,1571,1542,1420,933,1103,상승심각,1,7,상승심각,7,1,상승주의,5,2021-01-08,12,하순,1,상순,2021-01-09,2521,2491,2519,2415,1541.651,1844,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-09,1202,대파,61.893,-0.666,1202,2702,2760,2720,1783,1406,1669,상승심각,6,7,상승심각,7,1,상승심각,7,2021-01-08,12,하순,1,상순,2021-01-09,5965,5734,5805,5204,4540.946,4564,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-10,1001,배추,-64.423,0,1001,761,1105,761,1124,3091,2139,하락심각,4,1,하락심각,1,1,하락심각,1,2021-01-08,12,하순,1,상순,2021-01-09,2982,2963,2976,2796,4622.955,3345,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-10,1101,무,35.36,11.883,1101,1802.6,1545.4,1588.4,1411,2547.9,1332,상승심각,1,7,상승경계,6,1,상승심각,7,2021-01-08,12,하순,1,상순,2021-01-09,1963,1960,1958,1866,3381.399,2064,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-10,1207,건고추,67.296,0,1207,15408,15408,15408,15563,8028.58,9210,상승심각,100,7,상승심각,7,1,상승심각,7,2021-01-07,12,하순,1,상순,2021-01-08,21753,21753,21753,21656,12299.253,13403,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-10,1209,마늘,6.68,0,12A9,6883.35,6883.35,6883.35,6883,4041.65,6452,상승주의,86,5,상승주의,5,1,상승주의,5,2021-01-07,12,하순,1,상순,2021-01-08,9896,10028,9958,9753,6860.54,9554,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-10,1209,마늘,-13.507,0,1209,4854,4854,4854,4862,3320,5612,,0,,,,0,,,2021-01-07,12,하순,1,상순,2021-01-08,0,0,0,0,0,0,2021-01-07,,,,,2021-01-08
2021-01-10,1201,양파,48.957,6.147,1201,1643,1571,1542,1420,933,1103,상승심각,1,7,상승심각,7,1,상승주의,5,2021-01-08,12,하순,1,상순,2021-01-09,2521,2491,2519,2415,1541.651,1844,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-10,1202,대파,61.893,-0.666,1202,2702,2760,2720,1783,1406,1669,상승심각,6,7,상승심각,7,1,상승심각,7,2021-01-08,12,하순,1,상순,2021-01-09,5965,5734,5805,5204,4540.946,4564,2021-01-07,12,하순,1,상순,2021-01-08
2021-01-11,1001,배추,-25.88,51.166,1001,1558.333,1635,761,1105,2900.667,2102,하락주의,1,3,하락주의,3,1,안정,4,2021-01-09,1,상순,1,중순,2021-01-11,3019,3009,2982,2963,4594.535,3280,2021-01-08,1,상순,1,중순,2021-01-11
2021-01-11,1101,무,34.534,-17.748,1101,1530.9,1420.9,1802.6,1545,1937.8,1138,상승경계,1,6,상승주의,5,1,상승경계,6,2021-01-09,1,상순,1,중순,2021-01-11,1972,1995,1963,1960,3121.048,1895,2021-01-08,1,상순,1,중순,2021-01-11
2021-01-11,1207,건고추,67.351,0,1207,15408,15408,15408,15408,8000,9207,상승심각,100,7,상승심각,7,1,상승심각,7,2021-01-07,1,상순,1,중순,2021-01-08,21753,21777,21753,21753,12107.059,13346,2021-01-07,1,상순,1,중순,2021-01-08
2021-01-11,1209,마늘,5.909,0,12A9,6883.35,6883.35,6883.35,6883,4027.8,6499,상승주의,86,5,상승주의,5,1,상승주의,5,2021-01-07,1,상순,1,중순,2021-01-08,9896,9904,9958,10028,6858.481,9583,2021-01-07,1,상순,1,중순,2021-01-08
2021-01-11,1209,마늘,-13.814,0,1209,4854,4854,4854,4854,3320,5632,,0,,,,0,,,2021-01-07,1,상순,1,중순,2021-01-08,0,0,0,0,0,0,2021-01-07,,,,,2021-01-08
2021-01-11,1201,양파,73.206,9.227,1201,1810,1707,1643,1571,898,1045,상승심각,2,7,상승심각,7,1,상승심각,7,2021-01-09,1,상순,1,중순,2021-01-11,2541,2738,2521,2491,1655.481,1919,2021-01-08,1,상순,1,중순,2021-01-11
2021-01-11,1202,대파,94.082,6.376,1202,2886,3285,2702,2760,1085,1487,상승심각,7,7,상승심각,7,1,상승심각,7,2021-01-09,1,상순,1,중순,2021-01-11,6071,6639,5965,5734,4569.885,4604,2021-01-08,1,상순,1,중순,2021-01-11
2021-01-12,1001,배추,-32.921,-10.52,1001,1410,1635,1558.333,1105,2900.667,2102,하락경계,1,2,하락주의,3,1,안정,4,2021-01-11,1,상순,1,중순,2021-01-12,3019,3009,3019,2963,4594.535,3280,2021-01-11,1,상순,1,중순,2021-01-12
2021-01-12,1101,무,34.095,-0.354,1101,1525.5,1420.9,1530.9,1545,1937.8,1138,상승경계,2,6,상승주의,5,1,상승경계,6,2021-01-11,1,상순,1,중순,2021-01-12,1962,1995,1972,1960,3121.048,1895,2021-01-11,1,상순,1,중순,2021-01-12
2021-01-12,1207,건고추,67.351,0,1207,15408,15408,15408,15408,8000,9207,상승심각,101,7,상승심각,7,1,상승심각,7,2021-01-08,1,상순,1,중순,2021-01-11,21753,21777,21753,21753,12107.059,13346,2021-01-08,1,상순,1,중순,2021-01-11
2021-01-12,1209,마늘,5.909,0,12A9,6883.35,6883.35,6883.35,6883,4027.8,6499,상승주의,87,5,상승주의,5,1,상승주의,5,2021-01-08,1,상순,1,중순,2021-01-11,9841,9904,9896,10028,6858.481,9583,2021-01-08,1,상순,1,중순,2021-01-11
2021-03-09,1207,건고추,70.801,0,1207,15408,15393.72,15408,15408,7995,9021,상승심각,138,7,상승심각,7,1,상승심각,7,2021-03-05,2,하순,3,상순,2021-03-08,21811,21811,21811,21830,12553.388,13452,2021-03-05,2,하순,3,상순,2021-03-08
2021-03-09,1209,마늘,9.469,0,12A9,7133.35,7133.35,7133.35,7150,3904.75,6516,상승경계,5,6,상승경계,6,1,상승주의,5,2021-03-05,2,하순,3,상순,2021-03-08,10361,10294,10361,10294,6913.695,9647,2021-03-05,2,하순,3,상순,2021-03-08
2021-03-09,1209,마늘,-7.958,0,1209,5124,5092.6,5124,5024,3205.7,5567,,0,,,,0,,,2021-03-05,2,하순,3,상순,2021-03-08,0,0,0,0,0,0,2021-03-05,,,,,2021-03-08
2021-03-09,1201,양파,54.215,-1.611,1201,1738,1825,1766,2004,1132,1127,상승심각,49,7,상승심각,7,1,상승심각,7,2021-03-08,2,하순,3,상순,2021-03-09,3511,3496,3515,3437,2486.351,2291,2021-03-08,2,하순,3,상순,2021-03-09
2021-03-09,1202,대파,187.725,-10.967,1202,4477,5174,4968,5491,807,1556,상승심각,54,7,상승심각,7,1,상승심각,7,2021-03-08,2,하순,3,상순,2021-03-09,7160,7296,7314,7380,3540.24,4340,2021-03-08,2,하순,3,상순,2021-03-09
2021-03-10,1001,배추,17.845,4.348,1001,3334.667,3103.667,3189.667,2966,2885.667,2830,상승주의,4,5,상승주의,5,1,안정,4,2021-03-09,2,하순,3,상순,2021-03-10,4566,4536,4553,4382,4331.707,4018,2021-03-09,2,하순,3,상순,2021-03-10
2021-03-10,1101,무,-49.77,-1.452,1101,654.3,782.6,663.8,757,1011.2,1302,하락심각,2,1,하락주의,3,1,하락주의,3,2021-03-09,2,하순,3,상순,2021-03-10,1585,1629,1585,1733,1793.439,1957,2021-03-09,2,하순,3,상순,2021-03-10
2021-03-10,1207,건고추,70.801,0,1207,15408,15393.72,15408,15408,7995,9021,상승심각,139,7,상승심각,7,1,상승심각,7,2021-03-08,2,하순,3,상순,2021-03-09,21811,21811,21811,21830,12553.388,13452,2021-03-08,2,하순,3,상순,2021-03-09
2021-03-10,1209,마늘,9.469,0,12A9,7133.35,7133.35,7133.35,7150,3904.75,6516,상승경계,6,6,상승경계,6,1,상승주의,5,2021-03-08,2,하순,3,상순,2021-03-09,10361,10294,10361,10294,6913.695,9647,2021-03-08,2,하순,3,상순,2021-03-09
2021-03-10,1209,마늘,-7.239,0.775,1209,5164,5092.6,5124,5024,3205.7,5567,,0,,,,0,,,2021-03-08,2,하순,3,상순,2021-03-09,0,0,0,0,0,0,2021-03-08,,,,,2021-03-09
2021-03-10,1201,양파,59.45,3.283,1201,1797,1825,1738,2004,1132,1127,상승심각,50,7,상승심각,7,1,상승심각,7,2021-03-09,2,하순,3,상순,2021-03-10,3496,3496,3511,3437,2486.351,2291,2021-03-09,2,하순,3,상순,2021-03-10
2021-03-10,1202,대파,180.141,-2.707,1202,4359,5174,4477,5491,807,1556,상승심각,55,7,상승심각,7,1,상승심각,7,2021-03-09,2,하순,3,상순,2021-03-10,7077,7296,7160,7380,3540.24,4340,2021-03-09,2,하순,3,상순,2021-03-10
2021-03-11,1001,배추,10.462,-12.404,1001,2966.667,3115,3334.667,3104,2762.667,2686,안정,1,4,상승주의,5,1,안정,4,2021-03-10,3,상순,3,중순,2021-03-11,4641,4762,4566,4536,4313.702,4048,2021-03-10,3,상순,3,중순,2021-03-11
2021-03-11,1101,무,-43.227,3.581,1101,678.6,820.8,654.3,783,849.1,1196,하락심각,3,1,안정,4,1,안정,4,2021-03-10,3,상순,3,중순,2021-03-11,1564,1523,1585,1629,1752.042,1968,2021-03-10,3,상순,3,중순,2021-03-11
2021-03-11,1207,건고추,68.331,-0.653,1207,15308,15280.58,15408,15394,7982.5,9094,상승심각,140,7,상승심각,7,1,상승심각,7,2021-03-09,3,상순,3,중순,2021-03-10,21811,21959,21811,21811,12444,13400,2021-03-09,3,상순,3,중순,2021-03-10
2021-03-11,1209,마늘,9.251,0,12A9,7133.35,7250,7133.35,7133,3880.2,6529,상승경계,7,6,상승경계,6,1,상승주의,5,2021-03-09,3,상순,3,중순,2021-03-10,10361,10308,10361,10294,6739.139,9754,2021-03-09,3,상순,3,중순,2021-03-10
2021-03-11,1209,마늘,-6.854,0,1209,5164,5164,5164,5093,3220,5544,,0,,,,0,,,2021-03-09,3,상순,3,중순,2021-03-10,0,0,0,0,0,0,2021-03-09,,,,,2021-03-10
2021-03-11,1201,양파,78.004,2.177,1201,1837,1973,1797,1825,1090,1032,상승심각,51,7,상승심각,7,1,상승심각,7,2021-03-10,3,상순,3,중순,2021-03-11,3577,3560,3496,3496,2422.694,2280,2021-03-10,3,상순,3,중순,2021-03-11
2021-03-11,1202,대파,214.296,3.754,1202,4529,4386,4359,5174,788,1441,상승심각,56,7,상승심각,7,1,상승심각,7,2021-03-10,3,상순,3,중순,2021-03-11,6944,6579,7077,7296,3252.89,3969,2021-03-10,3,상순,3,중순,2021-03-11
2021-03-12,1001,배추,19.806,7.82,1001,3218.333,3115,2966.667,3104,2762.667,2686,상승주의,1,5,상승주의,5,1,안정,4,2021-03-11,3,상순,3,중순,2021-03-12,4683,4762,4641,4536,4313.702,4048,2021-03-11,3,상순,3,중순,2021-03-12
2021-03-12,1101,무,-40.886,4.017,1101,707,820.8,678.6,783,849.1,1196,하락심각,4,1,안정,4,1,안정,4,2021-03-11,3,상순,3,중순,2021-03-12,1545,1523,1564,1629,1752.042,1968,2021-03-11,3,상순,3,중순,2021-03-12
2021-03-12,1207,건고추,68.331,0,1207,15308,15280.58,15308,15394,7982.5,9094,상승심각,141,7,상승심각,7,1,상승심각,7,2021-03-10,3,상순,3,중순,2021-03-11,22013,21959,21811,21811,12444,13400,2021-03-10,3,상순,3,중순,2021-03-11
